Description R1	Best V hit	Best D hit	Best J hit
8536219486367527570	IGHV3-53*00	IGHD2-21*00	IGHJ5*00
4110998204190385171	IGHV3-53*00	IGHD2-21*00	IGHJ5*00
-102110324715087392	IGHV3-53*00	IGHD2-21*00	IGHJ5*00
-7838629214722077115	IGHV3-53*00	IGHD2-21*00	IGHJ5*00
8727908870920560297	IGHV3-53*00	IGHD2-21*00	IGHJ5*00
5069644759794871363	IGHV3-53*00	IGHD2-21*00	IGHJ5*00
-4442036545946454081	IGHV3-53*00	IGHD2-21*00	IGHJ5*00
-6086130642689470743	IGHV3-66*00	IGHD2-21*00	IGHJ5*00
-1024612738223312777	IGHV3-66*00	IGHD2-21*00	IGHJ5*00
-2539542764399563927	IGHV3-66*00	IGHD2-21*00	IGHJ5*00
3654378655851199704	IGHV3-53*00	IGHD2-21*00	IGHJ5*00
-7764281401749258572	IGHV3-53*00	IGHD2-21*00	IGHJ5*00
-4934918825911966200	IGHV3-53*00	IGHD2-21*00	IGHJ5*00
-2108831758718263128	IGHV3-64*00	IGHD6-6*00	IGHJ4*00
-309996459058263992	IGHV3-64*00	IGHD2-2*00	IGHJ5*00
3757497437349364370	IGHV3-64*00	IGHD4-23*00	IGHJ4*00
-8452267874721725121	IGHV3-64*00	IGHD2-2*00	IGHJ5*00
-4025503245487698877	IGHV3-64*00	IGHD5-18*00	IGHJ5*00
-5518040833995230314	IGHV3-73*00	IGHD6-19*00	IGHJ3*00
2050869678974368662	IGHV3-73*00	IGHD6-19*00	IGHJ3*00
-773654606871679612	IGHV3-73*00	IGHD6-19*00	IGHJ3*00
9087882701612425765	IGHV3-73*00	IGHD6-19*00	IGHJ3*00
1355637065942986386	IGHV3-73*00	IGHD6-19*00	IGHJ3*00
4431594130253471244	IGHV3-73*00	IGHD6-19*00	IGHJ3*00
6868526955137816009	IGHV3-73*00	IGHD6-19*00	IGHJ3*00
-7116183131570871262	IGHV3-73*00	IGHD6-19*00	IGHJ6*00
5510819491133935835	IGHV3-73*00	IGHD4-23*00	IGHJ3*00
-3662221887956238070	IGHV3-73*00	IGHD3-3*00	IGHJ3*00
-5788160064608276029	IGHV3-73*00	IGHD6-19*00	IGHJ3*00
7148289804298677445	IGHV3-33*00	IGHD3-9*00	IGHJ2*00
-538475456475135552	IGHV3-30*00	IGHD4-17*00	IGHJ2*00
-6484176111799830260	IGHV3-30*00	IGHD4-17*00	IGHJ2*00
-7756955543396322866	IGHV3-64*00	IGHD6-6*00	IGHJ6*00
-6844124518283045678	IGHV3-64*00	IGHD6-6*00	IGHJ6*00
8424413848902432628	IGHV3-64*00	IGHD6-6*00	IGHJ6*00
-4053012032179087108	IGHV3-64*00	IGHD6-6*00	IGHJ6*00
-8901364593627064241	IGHV3-64*00	IGHD1-14*00	IGHJ6*00
-1894569454101780114	IGHV3-64*00	IGHD1-14*00	IGHJ6*00
271229185863496971	IGHV3-64*00	IGHD6-6*00	IGHJ6*00
1660988968041227971	IGHV3-64*00	IGHD3-16*00	IGHJ6*00
5793732906444056604	IGHV3-64*00	IGHD6-6*00	IGHJ6*00
1195373986081515493	IGHV3-64*00	IGHD3-10*00	IGHJ4*00
3477324121141462503	IGHV3-53*00	IGHD3-9*00	IGHJ6*00
3353399642435556311	IGHV3-53*00	IGHD3-9*00	IGHJ6*00
5217249686477753883	IGHV3-49*00	IGHD1-20*00	IGHJ6*00
2881305744152847324	IGHV3-49*00	IGHD1-20*00	IGHJ6*00
-2378530498785164679	IGHV3-49*00	IGHD1-20*00	IGHJ6*00
-1826551227517030035	IGHV3-23*00	IGHD3-9*00	IGHJ6*00
8228036807984792139	IGHV3-23*00	IGHD3-9*00	IGHJ6*00
1819795720020963267	IGHV3-23*00	IGHD3-9*00	IGHJ6*00
-4610885764175905812	IGHV3-64*00	IGHD2-2*00	IGHJ6*00
-2202326439149927629	IGHV3-64*00	IGHD2-2*00	IGHJ6*00
5897430868324513631	IGHV3-64*00	IGHD2-2*00	IGHJ6*00
6103356072914434987	IGHV3-64*00	IGHD2-2*00	IGHJ6*00
4720944646129081307	IGHV1-18*00	IGHD3-9*00	IGHJ4*00
-6909970951574769856	IGHV1-18*00	IGHD3-9*00	IGHJ4*00
7812088239440176042	IGHV1-18*00	IGHD3-9*00	IGHJ4*00
431276705365974517	IGHV1-18*00	IGHD3-9*00	IGHJ4*00
-6938603852577955978	IGHV1-18*00	IGHD3-9*00	IGHJ4*00
-5102503459008808957	IGHV1-18*00	IGHD3-9*00	IGHJ4*00
2308520170951373877	IGHV1-18*00	IGHD3-9*00	IGHJ4*00
-7559828759156613426	IGHV1-18*00	IGHD3-9*00	IGHJ4*00
-5857988621767065361	IGHV1-18*00	IGHD3-9*00	IGHJ4*00
-1487457364243771823	IGHV1-18*00	IGHD3-9*00	IGHJ4*00
7722316147828399466	IGHV1-18*00	IGHD3-9*00	IGHJ4*00
-7476291408167538938	IGHV1-18*00	IGHD3-9*00	IGHJ4*00
-4438502282498140727	IGHV1-18*00	IGHD3-9*00	IGHJ4*00
656482453647567151	IGHV1-18*00	IGHD3-9*00	IGHJ4*00
8803692981531629342	IGHV1-18*00	IGHD3-9*00	IGHJ4*00
-4968564961922817842	IGHV1-18*00	IGHD3-9*00	IGHJ4*00
8410890080669199200	IGHV1-18*00	IGHD3-9*00	IGHJ4*00
-3318881107578284230	IGHV3-23*00	IGHD5-12*00	IGHJ3*00
-4883766537053473289	IGHV3-23*00	IGHD1-26*00	IGHJ3*00
-7293363570890522223	IGHV3-23*00	IGHD1-26*00	IGHJ3*00
-1288882746560469129	IGHV3-23*00	IGHD1-26*00	IGHJ3*00
-6491070051844468841	IGHV3-23*00	IGHD1-26*00	IGHJ3*00
-1204854578337491335	IGHV3-74*00	IGHD2-21*00	IGHJ4*00
5309781691709282072	IGHV3-74*00	IGHD3-9*00	IGHJ4*00
2934498540691057219	IGHV3-74*00	IGHD3-9*00	IGHJ4*00
5519558704286213619	IGHV3-74*00	IGHD3-9*00	IGHJ4*00
3946217179841207792	IGHV3-23*00	IGHD1-20*00	IGHJ4*00
287147318961358406	IGHV3-23*00	IGHD5-18*00	IGHJ4*00
7384607318673322213	IGHV3-23*00	IGHD5-18*00	IGHJ4*00
-280805035896729161	IGHV3-23*00	IGHD5-18*00	IGHJ4*00
-2629239798678662136	IGHV3-23*00	IGHD5-18*00	IGHJ4*00
6244079074117725811	IGHV3-23*00	IGHD5-18*00	IGHJ4*00
7026804456701229175	IGHV3-23*00	IGHD5-18*00	IGHJ4*00
5467197975632246644	IGHV3-23*00	IGHD5-18*00	IGHJ4*00
8545049843863710304	IGHV3-23*00	IGHD5-18*00	IGHJ4*00
-1619298419881992491	IGHV3-23*00	IGHD5-18*00	IGHJ4*00
2878281516379949540	IGHV3-23*00	IGHD5-18*00	IGHJ4*00
-4898357480639635924	IGHV3-23*00	IGHD5-18*00	IGHJ4*00
-1935814137276921180	IGHV3-23*00	IGHD5-18*00	IGHJ4*00
-5200896523103011556	IGHV3-23*00	IGHD5-18*00	IGHJ4*00
-550491977979865240	IGHV3-23*00	IGHD1-1*00	IGHJ4*00
-8497344626243920830	IGHV3-23*00	IGHD3-10*00	IGHJ4*00
-3482256996100301521	IGHV3-23*00	IGHD3-10*00	IGHJ4*00
-5768293640388268989	IGHV3-23*00	IGHD3-10*00	IGHJ4*00
8051777744452304234	IGHV3-53*00	IGHD3-3*00	IGHJ4*00
125798056614923881	IGHV3-53*00	IGHD3-3*00	IGHJ4*00
7341633795330757059	IGHV3-53*00	IGHD3-3*00	IGHJ4*00
953346469075030654	IGHV3-53*00	IGHD3-3*00	IGHJ4*00
-4097297143913781357	IGHV3-53*00	IGHD3-3*00	IGHJ4*00
-3837139666056160580	IGHV3-64*00	IGHD3-10*00	IGHJ4*00
7722932575323289721	IGHV3-64*00	IGHD3-10*00	IGHJ6*00
6097971897859484772	IGHV3-64*00	IGHD3-10*00	IGHJ6*00
-6013465630555808470	IGHV3-72*00	IGHD2-15*00	IGHJ6*00
5553978887733823069	IGHV3-72*00	IGHD2-15*00	IGHJ6*00
7539935144649001899	IGHV3-11*00	IGHD1-26*00	IGHJ4*00
8547432020925863756	IGHV3-11*00	IGHD1-26*00	IGHJ4*00
5046948930952323147	IGHV3-11*00	IGHD3-9*00	IGHJ4*00
-3132193832526286943	IGHV3-11*00	IGHD6-19*00	IGHJ4*00
-7661129873101512212	IGHV3-11*00	IGHD6-19*00	IGHJ4*00
-556536223666234131	IGHV3-11*00	IGHD2-8*00	IGHJ4*00
-4322001278323605970	IGHV3-11*00	IGHD2-8*00	IGHJ4*00
-7100308220886183051	IGHV3-11*00	IGHD6-19*00	IGHJ4*00
-7620928955814816633	IGHV3-11*00	IGHD6-19*00	IGHJ4*00
4887481897480161200	IGHV3-11*00	IGHD2-8*00	IGHJ4*00
4403148286413080258	IGHV3-11*00	IGHD2-8*00	IGHJ4*00
1845926013007485553	IGHV3-11*00	IGHD1-26*00	IGHJ5*00
303447499223606467	IGHV3-11*00	IGHD2-15*00	IGHJ5*00
6682416003786750660	IGHV4-59*00	IGHD3-3*00	IGHJ4*00
-6825192595954292476	IGHV4-59*00	IGHD3-3*00	IGHJ4*00
-2888556979362034617	IGHV4-59*00	IGHD3-3*00	IGHJ4*00
8312393061729849697	IGHV3-30*00	IGHD3-16*00	IGHJ3*00
7080135067318462292	IGHV3-30*00	IGHD3-16*00	IGHJ3*00
8411005573052147517	IGHV3-30*00	IGHD3-16*00	IGHJ3*00
-6001630178367853212	IGHV3-30*00	IGHD3-16*00	IGHJ3*00
-3318427546096764553	IGHV3-30*00	IGHD3-16*00	IGHJ3*00
-6347888014607351636	IGHV3-30*00	IGHD3-16*00	IGHJ3*00
-3855754658552878630	IGHV3-30*00	IGHD3-16*00	IGHJ3*00
-6373858459254831297	IGHV3-30*00	IGHD3-16*00	IGHJ3*00
-461350816136006972	IGHV3-30*00	IGHD3-16*00	IGHJ3*00
6068182579341518410	IGHV3-30*00	IGHD3-16*00	IGHJ3*00
-1559032875912881518	IGHV3-30*00	IGHD3-16*00	IGHJ3*00
-7720505932380582446	IGHV3-30*00	IGHD3-16*00	IGHJ3*00
957468440828957610	IGHV3-30*00	IGHD3-16*00	IGHJ3*00
-8695138306688420323	IGHV3-30*00	IGHD3-16*00	IGHJ3*00
-7511637848718705894	IGHV3-30*00	IGHD3-16*00	IGHJ3*00
-1933550084808199998	IGHV3-30*00	IGHD3-16*00	IGHJ4*00
-4853680288255337817	IGHV3-30*00	IGHD3-16*00	IGHJ3*00
-8108369780624779854	IGHV3-30*00	IGHD3-16*00	IGHJ3*00
-3514397229890659457	IGHV3-30*00	IGHD3-16*00	IGHJ3*00
-7048582075001169288	IGHV3-30*00	IGHD3-16*00	IGHJ3*00
3906796390096829305	IGHV3-23*00	IGHD6-19*00	IGHJ4*00
667999152413951206	IGHV3-23*00	IGHD6-19*00	IGHJ5*00
3293262264590012402	IGHV3-23*00	IGHD6-19*00	IGHJ4*00
-3451847070238951055	IGHV3-23*00	IGHD6-19*00	IGHJ5*00
5085794790506662349	IGHV3-23*00	IGHD6-19*00	IGHJ5*00
-2510600095438631049	IGHV3-23*00		IGHJ1P*00
4099114931914320977	IGHV3-23*00	IGHD6-19*00	IGHJ2P*00
-8861836283336088931	IGHV3-23*00	IGHD6-19*00	IGHJ4*00
-553252610019234247	IGHV3-23*00	IGHD6-19*00	IGHJ4*00
6271198267204438387	IGHV3-23*00	IGHD3-10*00	IGHJ4*00
-610836268699014824	IGHV3-23*00	IGHD6-19*00	IGHJ4*00
2962985162861238438	IGHV3-23*00	IGHD6-19*00	IGHJ4*00
-4865858572367838532	IGHV3-23*00	IGHD6-19*00	IGHJ4*00
3784045998900419806	IGHV3-23*00	IGHD6-19*00	IGHJ4*00
143574125052920808	IGHV3-23*00	IGHD6-19*00	IGHJ4*00
-4284994638730210097	IGHV5-51*00		IGHJ6*00
1532705823827001930	IGHV5-51*00	IGHD4-23*00	IGHJ6*00
-2497239714117379500	IGHV5-51*00	IGHD6-19*00	IGHJ3*00
8303924757146233681	IGHV5-51*00	IGHD2-2*00	IGHJ3*00
6846005171779847749	IGHV5-51*00	IGHD2-2*00	IGHJ3*00
-5200807291418481677	IGHV5-51*00	IGHD6-25*00	IGHJ2*00
6373870967306351323	IGHV5-51*00	IGHD6-25*00	IGHJ6*00
7670997754239572379	IGHV5-51*00	IGHD6-25*00	IGHJ6*00
8057825127835991796	IGHV5-51*00	IGHD6-25*00	IGHJ6*00
-5526988793261600057	IGHV5-51*00		IGHJ6*00
-2209845502689361344	IGHV5-51*00	IGHD3-10*00	IGHJ6*00
7527456428781535551	IGHV5-51*00	IGHD3-10*00	IGHJ6*00
672931859767515390	IGHV5-51*00	IGHD3-3*00	IGHJ6*00
-6593765380250158445	IGHV5-51*00	IGHD6-25*00	IGHJ5*00
1245242231434349984	IGHV5-51*00	IGHD3-22*00	IGHJ6*00
-5411614479236851779	IGHV3-13*00	IGHD2-2*00	IGHJ6*00
-4737211988351309427	IGHV3-21*00	IGHD3-10*00	IGHJ6*00
-952928074136848879	IGHV3-64*00	IGHD3-22*00	IGHJ2*00
1952885239991984889	IGHV3-64*00	IGHD3-22*00	IGHJ2*00
-6233959070149281337	IGHV3-64*00	IGHD3-22*00	IGHJ2*00
-2784520316735771836	IGHV3-64*00	IGHD3-22*00	IGHJ2*00
3291130716326052072	IGHV3-64*00	IGHD3-22*00	IGHJ2*00
-11353538134155383	IGHV3-64*00	IGHD3-22*00	IGHJ2*00
43557123100537516	IGHV3-64*00	IGHD3-22*00	IGHJ2*00
3644389725759336335	IGHV3-64*00	IGHD3-22*00	IGHJ2*00
8007831275313899000	IGHV3-64*00	IGHD3-22*00	IGHJ2*00
7063850292891890775	IGHV3-64*00	IGHD3-22*00	IGHJ2*00
-5254304711764649498	IGHV3-64*00	IGHD3-22*00	IGHJ2*00
-4628159496613346564	IGHV3-64*00	IGHD3-22*00	IGHJ2*00
3355634784813838842	IGHV3-23*00	IGHD7-27*00	IGHJ4*00
-5965233951313249050	IGHV3-23*00	IGHD3-10*00	IGHJ4*00
-168354651512141178	IGHV3-23*00	IGHD3-10*00	IGHJ4*00
-1153312645898643783	IGHV3-23*00	IGHD3-10*00	IGHJ4*00
-6061034346604768952	IGHV3-23*00	IGHD3-10*00	IGHJ4*00
-6135455735512985427	IGHV3-23*00	IGHD3-10*00	IGHJ4*00
5943256035318827281	IGHV3-23*00	IGHD3-10*00	IGHJ4*00
3907148519102009445	IGHV3-23*00	IGHD3-10*00	IGHJ4*00
1118567850227816548	IGHV3-23*00	IGHD3-10*00	IGHJ4*00
5390612837428239862	IGHV3-23*00	IGHD3-10*00	IGHJ4*00
1065231528444756739	IGHV3-23*00	IGHD3-10*00	IGHJ4*00
-5113197232946952746	IGHV3-73*00	IGHD2-8*00	IGHJ4*00
8714053676952233612	IGHV3-73*00	IGHD2-2*00	IGHJ4*00
8850811910647229681	IGHV3-73*00	IGHD2-2*00	IGHJ4*00
8436439850068227848	IGHV3-73*00	IGHD2-2*00	IGHJ4*00
8274836961172188451	IGHV3-73*00	IGHD2-2*00	IGHJ4*00
3995305201763179685	IGHV3-73*00	IGHD2-2*00	IGHJ4*00
-870043169487279324	IGHV3-73*00	IGHD2-2*00	IGHJ4*00
4375878943015245577	IGHV3-73*00	IGHD2-2*00	IGHJ4*00
-916231924573443565	IGHV3-73*00	IGHD2-2*00	IGHJ4*00
-80873433478797419	IGHV3-73*00	IGHD2-15*00	IGHJ5*00
4737093435733782548	IGHV3-73*00	IGHD6-6*00	IGHJ4*00
8516494735331906610	IGHV3-73*00	IGHD6-6*00	IGHJ5*00
8132957998364563777	IGHV3-73*00	IGHD6-6*00	IGHJ4*00
7512407026229622165	IGHV3-66*00	IGHD3-22*00	IGHJ1*00
2641530529063165505	IGHV3-66*00	IGHD3-16*00	IGHJ4*00
3959099032521102166	IGHV3-66*00	IGHD3-3*00	IGHJ4*00
6969151055652449011	IGHV3-66*00	IGHD2-8*00	IGHJ4*00
6550501571356788152	IGHV3-66*00	IGHD2-8*00	IGHJ4*00
3652590201775156941	IGHV3-66*00	IGHD3-10*00	IGHJ4*00
-2347897055784803654	IGHV3-66*00	IGHD5-12*00	IGHJ4*00
-3163113956860176005	IGHV3-66*00	IGHD2-21*00	IGHJ4*00
-4562422999178056015	IGHV3-66*00	IGHD3-9*00	IGHJ4*00
6418242091566855285	IGHV3-66*00	IGHD2-15*00	IGHJ4*00
5730960173663611011	IGHV3-66*00	IGHD3-22*00	IGHJ4*00
1707430350906435968	IGHV3-66*00	IGHD3-22*00	IGHJ4*00
-4263423732624620196	IGHV3-66*00	IGHD3-22*00	IGHJ4*00
-7665429615106283344	IGHV3-66*00	IGHD3-22*00	IGHJ4*00
1688851822085968990	IGHV3-66*00	IGHD3-22*00	IGHJ4*00
4686285654127708784	IGHV3-66*00	IGHD3-22*00	IGHJ4*00
2477057051549934308	IGHV3-66*00	IGHD3-3*00	IGHJ4*00
1905062833347937388	IGHV3-66*00	IGHD3-22*00	IGHJ4*00
1048768349343968652	IGHV3-49*00	IGHD2-21*00	IGHJ6*00
2067877150215826854	IGHV2-70*00	IGHD3-22*00	IGHJ3*00
-5155149437549898396	IGHV2-70*00	IGHD3-22*00	IGHJ3*00
-5798635873348911794	IGHV2-70*00	IGHD3-22*00	IGHJ3*00
6026246292256250092	IGHV2-70*00	IGHD3-22*00	IGHJ3*00
-6919793815467475539	IGHV2-70*00	IGHD3-22*00	IGHJ3*00
-7682154805983189912	IGHV2-70*00	IGHD3-22*00	IGHJ3*00
-1880679040231608753	IGHV2-70*00	IGHD3-22*00	IGHJ3*00
5307919086019144118	IGHV2-70*00	IGHD3-22*00	IGHJ3*00
-9078381930360912685	IGHV2-70*00	IGHD3-22*00	IGHJ3*00
-1061741449841246802	IGHV2-70*00	IGHD3-22*00	IGHJ3*00
7687047972137205742	IGHV2-70*00	IGHD3-22*00	IGHJ3*00
8299626257975871174	IGHV2-70*00	IGHD3-22*00	IGHJ3*00
8391162552556530901	IGHV3-74*00	IGHD2-8*00	IGHJ5*00
8749827927859798854	IGHV3-64*00	IGHD6-19*00	IGHJ4*00
7298990779487037411	IGHV3-64*00	IGHD6-19*00	IGHJ4*00
6576204485052443977	IGHV3-64*00	IGHD6-19*00	IGHJ4*00
9022272482686951090	IGHV3-64*00	IGHD6-19*00	IGHJ4*00
9011565182717895877	IGHV3-23*00	IGHD2-15*00	IGHJ6*00
-6276495377137665854	IGHV3-23*00	IGHD2-15*00	IGHJ6*00
-1811331340252172655	IGHV3-23*00	IGHD2-15*00	IGHJ6*00
210402142736709103	IGHV3-23*00	IGHD2-15*00	IGHJ6*00
166676454681775755	IGHV3-23*00	IGHD2-15*00	IGHJ6*00
5321750177128895180	IGHV3-66*00	IGHD3-22*00	IGHJ6*00
8680611133657367126	IGHV3-66*00	IGHD3-22*00	IGHJ6*00
-3388745389957543491	IGHV3-66*00	IGHD3-22*00	IGHJ6*00
-7368963958806308020	IGHV3-66*00	IGHD3-22*00	IGHJ6*00
1611035931843772416	IGHV3-66*00	IGHD3-22*00	IGHJ6*00
-2428579400327335511	IGHV3-66*00	IGHD3-22*00	IGHJ6*00
337384787093759813	IGHV3-66*00	IGHD3-22*00	IGHJ6*00
3342707654101378695	IGHV3-66*00	IGHD3-22*00	IGHJ6*00
-2810014284094925738	IGHV3-66*00	IGHD3-22*00	IGHJ6*00
1100023292121458988	IGHV3-66*00	IGHD3-22*00	IGHJ6*00
-1259579245847358108	IGHV3-66*00	IGHD5-12*00	IGHJ6*00
-8987297900534411598	IGHV3-66*00	IGHD5-12*00	IGHJ6*00
1446519432384874064	IGHV3-23*00	IGHD6-13*00	IGHJ4*00
7236038007401342987	IGHV3-23*00	IGHD6-13*00	IGHJ4*00
-3596610579482256975	IGHV4-31*00	IGHD4-11*00	IGHJ5*00
-7049304131593055345	IGHV4-31*00	IGHD4-11*00	IGHJ5*00
5991739218724417027	IGHV4-31*00	IGHD4-11*00	IGHJ5*00
2230102321023570087	IGHV4-31*00	IGHD4-11*00	IGHJ5*00
-4078739998780527965	IGHV4-31*00	IGHD4-11*00	IGHJ5*00
-873913135032073364	IGHV4-31*00	IGHD4-11*00	IGHJ5*00
1194655300637007241	IGHV4-31*00	IGHD4-11*00	IGHJ5*00
-8211950104312013149	IGHV4-31*00	IGHD4-11*00	IGHJ5*00
1514827796418927153	IGHV4-31*00	IGHD4-11*00	IGHJ5*00
6045272282004138016	IGHV4-31*00	IGHD4-11*00	IGHJ5*00
999014783505582270	IGHV4-31*00	IGHD4-11*00	IGHJ5*00
7634383418749282903	IGHV4-31*00	IGHD4-11*00	IGHJ5*00
-7608262830201478344	IGHV4-31*00	IGHD4-11*00	IGHJ5*00
-7475645190124057139	IGHV4-31*00	IGHD4-11*00	IGHJ5*00
-3644621073402729444	IGHV3-30*00	IGHD5-18*00	IGHJ6*00
396502212085059493	IGHV3-30*00	IGHD4-23*00	IGHJ6*00
4821383702815148217	IGHV3-30*00	IGHD2-2*00	IGHJ2*00
-7772633795006023705	IGHV1-3*00	IGHD3-3*00	IGHJ5*00
1696246863593473504	IGHV1-3*00	IGHD3-3*00	IGHJ5*00
-1427909100533390685	IGHV1-3*00	IGHD3-3*00	IGHJ5*00
4997895578960538937	IGHV3-64*00	IGHD3-10*00	IGHJ4*00
-3628127251013848281	IGHV3-64*00	IGHD3-10*00	IGHJ5*00
-897192988578909345	IGHV3-64*00	IGHD3-10*00	IGHJ5*00
8513598397756396389	IGHV3-64*00	IGHD3-10*00	IGHJ5*00
8754544829405465450	IGHV3-64*00	IGHD3-10*00	IGHJ4*00
4459822318786742439	IGHV3-64*00	IGHD3-10*00	IGHJ5*00
3399489859639662447	IGHV3-64*00	IGHD3-10*00	IGHJ6*00
-1119227566896404049	IGHV3-64*00	IGHD3-10*00	IGHJ5*00
4282022520206117241	IGHV3-64*00	IGHD3-10*00	IGHJ1*00
984564313752213472	IGHV3-64*00	IGHD3-10*00	IGHJ4*00
-371358868007473968	IGHV3-64*00	IGHD3-10*00	IGHJ4*00
-332158346213628169	IGHV3-64*00	IGHD3-10*00	IGHJ4*00
8632386187042793167	IGHV3-64*00	IGHD3-10*00	IGHJ4*00
7706352748974565856	IGHV3-64*00	IGHD3-10*00	IGHJ3*00
-8396985362295872332	IGHV3-64*00	IGHD3-10*00	IGHJ4*00
-4916191785147653804	IGHV3-64*00	IGHD3-10*00	IGHJ4*00
2763226888135942127	IGHV3-64*00	IGHD3-10*00	IGHJ4*00
8530248922966149389	IGHV3-64*00	IGHD3-10*00	IGHJ4*00
-5224962451264462656	IGHV3-64*00	IGHD3-16*00	IGHJ4*00
4115909793074260344	IGHV3-64*00	IGHD3-10*00	IGHJ4*00
-78148836525854098	IGHV3-64*00	IGHD3-10*00	IGHJ5*00
-7409179258033265498	IGHV3-64*00	IGHD3-10*00	IGHJ5*00
-6738414482617304289	IGHV3-64*00	IGHD3-10*00	IGHJ5*00
-7970458141258716	IGHV3-64*00	IGHD3-10*00	IGHJ4*00
-6092954745751424333	IGHV3-64*00	IGHD2-21*00	IGHJ6*00
-2718962449756999272	IGHV3-64*00	IGHD2-2*00	IGHJ6*00
-5043728773500228548	IGHV3-64*00	IGHD2-21*00	IGHJ6*00
1084897602958410086	IGHV3-64*00	IGHD2-21*00	IGHJ3*00
2708410496437066013	IGHV3-64*00	IGHD3-10*00	IGHJ6*00
-5380033115835473345	IGHV3-64*00	IGHD2-21*00	IGHJ6*00
-6904404242008157992	IGHV3-64*00	IGHD2-21*00	IGHJ6*00
-7373154340669072162	IGHV3-64*00	IGHD2-21*00	IGHJ6*00
8998613592295941293	IGHV3-22*00	IGHD3-3*00	IGHJ4*00
-2280606562871488184	IGHV3-22*00	IGHD3-3*00	IGHJ4*00
-1286233876119873279	IGHV3-22*00	IGHD3-3*00	IGHJ4*00
-1391217234978339958	IGHV3-22*00	IGHD3-3*00	IGHJ5*00
-6023669093561273928	IGHV3-22*00	IGHD3-3*00	IGHJ4*00
-2761689466532845897	IGHV3-66*00	IGHD3-3*00	IGHJ6*00
3049603709627039586	IGHV3-66*00	IGHD3-3*00	IGHJ6*00
-7132995591259229815	IGHV3-66*00	IGHD3-3*00	IGHJ6*00
3513152183149947326	IGHV3-64*00	IGHD3-3*00	IGHJ3*00
6853515164345271044	IGHV3-64*00	IGHD2-8*00	IGHJ3*00
-1157574904847495958	IGHV3-64*00	IGHD3-3*00	IGHJ3*00
8654352734671482232	IGHV3-64*00	IGHD4-23*00	IGHJ3*00
4118720133310883412	IGHV3-64*00	IGHD3-3*00	IGHJ3*00
4454849217682166085	IGHV3-64*00	IGHD3-3*00	IGHJ3*00
1548727629413044094	IGHV3-64*00	IGHD3-3*00	IGHJ3*00
-7910948819182445595	IGHV3-64*00	IGHD3-3*00	IGHJ3*00
2918169331369435650	IGHV3-64*00	IGHD3-3*00	IGHJ3*00
7203843166157950030	IGHV3-64*00	IGHD3-3*00	IGHJ3*00
4165840426869094822	IGHV3-64*00	IGHD3-3*00	IGHJ3*00
-4248155489739185215	IGHV3-64*00	IGHD3-3*00	IGHJ3*00
4911271567115162057	IGHV1-3*00	IGHD1-26*00	IGHJ3*00
-4135377391184273335	IGHV1-3*00	IGHD3-16*00	IGHJ3*00
4945764201677157517	IGHV1-3*00	IGHD7-27*00	IGHJ3*00
4387205644943897160	IGHV1-3*00	IGHD1-26*00	IGHJ3*00
2321170974724741199	IGHV1-3*00	IGHD1-26*00	IGHJ3*00
3721417678984131689	IGHV1-3*00	IGHD1-26*00	IGHJ3*00
5761165132626911676	IGHV1-3*00	IGHD1-26*00	IGHJ3*00
-505579741906695090	IGHV1-3*00	IGHD1-26*00	IGHJ3*00
-2875844073958477018	IGHV1-3*00	IGHD1-26*00	IGHJ3*00
-3842827787932435993	IGHV1-3*00	IGHD3-3*00	IGHJ3*00
-7744233082621403956	IGHV4-31*00	IGHD2-15*00	IGHJ5*00
4930900845726332032	IGHV4-31*00	IGHD2-15*00	IGHJ5*00
658395617662964446	IGHV3-53*00	IGHD6-6*00	IGHJ4*00
-7171300160287289219	IGHV3-53*00	IGHD6-6*00	IGHJ4*00
-113740688884577714	IGHV3-53*00	IGHD6-6*00	IGHJ4*00
-1245492526991568884	IGHV3-53*00	IGHD6-6*00	IGHJ4*00
-2510692564704848	IGHV3-53*00	IGHD6-6*00	IGHJ4*00
8335319861911190960	IGHV3-53*00	IGHD6-6*00	IGHJ4*00
-4527404468526302712	IGHV3-53*00	IGHD6-6*00	IGHJ4*00
6474653560365527294	IGHV3-53*00	IGHD6-6*00	IGHJ4*00
3781100672382342698	IGHV3-53*00	IGHD2-2*00	IGHJ4*00
4855789980601872464	IGHV3-53*00	IGHD2-8*00	IGHJ4*00
-4368718856580422156	IGHV3-53*00	IGHD6-6*00	IGHJ4*00
506009441856135717	IGHV4-59*00	IGHD2-15*00	IGHJ6*00
-5836193592737962002	IGHV4-59*00	IGHD2-15*00	IGHJ6*00
-7112009619373078032	IGHV4-59*00	IGHD2-15*00	IGHJ6*00
8524903421395275199	IGHV4-59*00	IGHD2-15*00	IGHJ6*00
-8132926977019981787	IGHV4-59*00	IGHD2-15*00	IGHJ6*00
2940739212474270500	IGHV4-59*00	IGHD2-15*00	IGHJ6*00
7178435847155080131	IGHV3-22*00	IGHD2-2*00	IGHJ6*00
8754799993263810087	IGHV3-22*00	IGHD2-15*00	IGHJ6*00
4092020934585744322	IGHV3-22*00	IGHD2-2*00	IGHJ6*00
-4505489196584193025	IGHV3-22*00	IGHD2-2*00	IGHJ6*00
540199071306123018	IGHV3-22*00	IGHD2-2*00	IGHJ6*00
1378628039944350991	IGHV3-22*00	IGHD2-2*00	IGHJ6*00
